bin,p_mean,y_mean,count,fold,model,world
0,0.008828750322747223,0.006971340046475601,2582,15,RandomForest,WA_clean
1,0.09365546218487393,0.1092436974789916,119,15,RandomForest,WA_clean
2,0.1573358585858586,0.22727272727272727,66,15,RandomForest,WA_clean
3,0.23815217391304344,0.2608695652173913,23,15,RandomForest,WA_clean
4,0.299702380952381,0.6428571428571429,14,15,RandomForest,WA_clean
5,0.345,0.0,1,15,RandomForest,WA_clean
6,0.4475,1.0,4,15,RandomForest,WA_clean
7,0.475,1.0,2,15,RandomForest,WA_clean
8,0.5444444444444444,1.0,3,15,RandomForest,WA_clean
9,0.6241666666666666,1.0,1,15,RandomForest,WA_clean
10,0.7008333333333333,1.0,1,15,RandomForest,WA_clean
0,0.012649616368286445,0.12583120204603582,1955,15,RandomForest,WI_prevalence_shift
1,0.09797200520833334,0.73046875,256,15,RandomForest,WI_prevalence_shift
2,0.1640447957839262,0.857707509881423,253,15,RandomForest,WI_prevalence_shift
3,0.23993975903614456,0.8433734939759037,83,15,RandomForest,WI_prevalence_shift
4,0.30117937853107346,0.9830508474576272,118,15,RandomForest,WI_prevalence_shift
5,0.345,0.0,1,15,RandomForest,WI_prevalence_shift
6,0.4474038461538462,1.0,52,15,RandomForest,WI_prevalence_shift
7,0.47496376811594215,1.0,23,15,RandomForest,WI_prevalence_shift
8,0.5454814814814815,1.0,45,15,RandomForest,WI_prevalence_shift
9,0.6241666666666668,1.0,15,15,RandomForest,WI_prevalence_shift
10,0.7008333333333334,1.0,15,15,RandomForest,WI_prevalence_shift
