run_id,model,AUROC,AUPRC,LogLoss,Brier,ECE
481,MLP,0.7655826558265583,0.13353365010144788,0.10326536897543177,0.02251096849038524,0.011386341593171876
481,SVC_RBF,0.9640921409214093,0.45039682539682535,0.07621821733669269,0.019181344849299065,0.028060659325485345
482,Logistic_L2,0.9512195121951219,0.35001456876456877,0.08415005681456757,0.019634634353989246,0.009990774638317712
482,RandomForest,0.9789972899728998,0.6029627235509588,0.06101837328355761,0.014797840364725767,0.02911030709370293
482,ExtraTrees,0.9986449864498644,0.9583333333333333,0.03766205677512283,0.007278657642839585,0.026498524646049293
482,GradientBoosting,1.0,1.0,0.02260899859669228,0.0021794053494077533,0.021275895492635248
482,GaussianNB,0.4684959349593496,0.022260127931769725,0.11296977616844328,0.023269226999598058,0.00433131492739024
482,MLP,0.5386178861788617,0.041959383141134246,0.1138911356431893,0.02336108915838209,0.008494950913309825
482,SVC_RBF,0.8827913279132791,0.11732369461202413,0.10100329945125139,0.023085463972313924,0.011330347567448478
483,Logistic_L2,0.5650406504065041,0.20072861113096963,0.10110638913898677,0.020011262598992163,0.010342241639904062
483,RandomForest,0.9918699186991871,0.7759259259259259,0.049455420938633636,0.011170032874327092,0.029228894866634894
